total_rooms,total_bedrooms,population,households
1350.0,265.0,1251.0,257.0
3199.0,591.0,2192.0,563.0
2824.0,523.0,1797.0,493.0
1067.0,194.0,600.0,201.0
3094.0,556.0,1672.0,545.0
2263.0,502.0,1677.0,522.0
5929.0,932.0,2817.0,828.0
2922.0,652.0,2392.0,629.0
2976.0,662.0,2452.0,633.0
1548.0,348.0,1131.0,343.0
1538.0,394.0,1173.0,388.0
1157.0,247.0,677.0,218.0
1831.0,486.0,1625.0,472.0
508.0,108.0,384.0,86.0
2178.0,629.0,2379.0,591.0
3610.0,772.0,2899.0,765.0
1712.0,491.0,1807.0,478.0
1694.0,333.0,1689.0,301.0
975.0,192.0,870.0,183.0
1056.0,272.0,964.0,300.0
2933.0,590.0,1886.0,550.0
4536.0,1178.0,2485.0,909.0
1081.0,205.0,1325.0,252.0
4031.0,923.0,2558.0,834.0
1700.0,504.0,1719.0,459.0
2910.0,819.0,3055.0,782.0
1293.0,339.0,1494.0,312.0
3839.0,1004.0,4711.0,942.0
1613.0,298.0,911.0,293.0
2504.0,553.0,1550.0,509.0
2438.0,599.0,1508.0,548.0
1868.0,316.0,947.0,328.0
1279.0,213.0,444.0,204.0
2550.0,586.0,1246.0,576.0
2742.0,491.0,1761.0,496.0
4100.0,740.0,2580.0,730.0
5173.0,1069.0,3502.0,954.0
4038.0,725.0,2716.0,759.0
2209.0,654.0,1718.0,569.0
344.0,108.0,315.0,119.0
498.0,115.0,368.0,112.0
1921.0,489.0,1430.0,467.0
1025.0,261.0,854.0,269.0
975.0,243.0,809.0,233.0
2758.0,771.0,2877.0,694.0
1185.0,317.0,1466.0,302.0
2452.0,700.0,3029.0,665.0
852.0,237.0,1024.0,221.0
1480.0,358.0,1511.0,348.0
3827.0,814.0,3367.0,810.0
1967.0,378.0,1459.0,348.0
2318.0,464.0,1904.0,451.0
2215.0,440.0,1987.0,449.0
3623.0,809.0,3712.0,754.0
2948.0,636.0,2600.0,602.0
1914.0,,1564.0,328.0
2242.0,448.0,2052.0,447.0
2712.0,402.0,1389.0,377.0
17820.0,2812.0,8686.0,2666.0
4240.0,643.0,1885.0,637.0
32054.0,5290.0,15507.0,5050.0
9446.0,1650.0,4911.0,1534.0
3351.0,591.0,1535.0,522.0
9197.0,1642.0,4332.0,1554.0
18690.0,2862.0,9427.0,2777.0
797.0,117.0,383.0,114.0
17527.0,2751.0,8380.0,2676.0
3638.0,557.0,1993.0,593.0
21533.0,3078.0,9671.0,2890.0
27700.0,4179.0,15037.0,4072.0
6300.0,937.0,3671.0,943.0
4632.0,,3038.0,727.0
3552.0,575.0,2120.0,573.0
9959.0,1544.0,4904.0,1429.0
3128.0,497.0,1406.0,472.0
1160.0,166.0,467.0,178.0
761.0,101.0,295.0,95.0
2524.0,349.0,1003.0,343.0
4518.0,716.0,2037.0,764.0
4723.0,882.0,2210.0,768.0
5179.0,944.0,2315.0,884.0
3855.0,585.0,2205.0,609.0
4556.0,639.0,2066.0,651.0
3408.0,542.0,1664.0,543.0
2208.0,477.0,1084.0,424.0
1484.0,327.0,927.0,317.0
3357.0,621.0,1696.0,604.0
1811.0,320.0,1005.0,332.0
1267.0,191.0,640.0,200.0
3630.0,800.0,2257.0,796.0
3416.0,790.0,2223.0,728.0
2535.0,490.0,1327.0,466.0
1185.0,197.0,588.0,196.0
6409.0,1363.0,3359.0,1267.0
7836.0,1624.0,4419.0,1526.0
1748.0,403.0,985.0,416.0
2059.0,361.0,1073.0,339.0
1485.0,274.0,1006.0,258.0
912.0,165.0,522.0,150.0
1004.0,220.0,772.0,217.0
4066.0,819.0,2105.0,737.0
1324.0,211.0,799.0,228.0
3082.0,602.0,2008.0,619.0
1470.0,241.0,885.0,246.0
1574.0,276.0,1088.0,289.0
806.0,147.0,446.0,153.0
2923.0,670.0,1751.0,656.0
1447.0,272.0,1224.0,268.0
1566.0,321.0,1396.0,317.0
2434.0,535.0,1623.0,498.0
1286.0,255.0,1047.0,249.0
2559.0,654.0,1674.0,623.0
2029.0,351.0,1327.0,364.0
2159.0,386.0,1443.0,385.0
3076.0,856.0,2868.0,752.0
1640.0,391.0,1312.0,358.0
1126.0,316.0,819.0,311.0
1801.0,422.0,1564.0,425.0
1788.0,456.0,1787.0,361.0
1555.0,361.0,1571.0,386.0
957.0,194.0,804.0,221.0
1540.0,328.0,1037.0,317.0
1762.0,398.0,1526.0,365.0
2673.0,578.0,2259.0,592.0
1391.0,309.0,1038.0,298.0
2552.0,576.0,2161.0,548.0
294.0,67.0,266.0,80.0
4776.0,1316.0,4797.0,1187.0
3158.0,684.0,2396.0,713.0
2838.0,695.0,2151.0,645.0
1239.0,254.0,929.0,244.0
123.0,28.0,121.0,26.0
2399.0,527.0,2307.0,531.0
1507.0,369.0,1548.0,347.0
3543.0,888.0,3131.0,823.0
441.0,106.0,504.0,108.0
2491.0,616.0,2660.0,595.0
1696.0,456.0,1609.0,426.0
1681.0,360.0,1648.0,373.0
1032.0,207.0,954.0,191.0
2027.0,480.0,1781.0,447.0
2227.0,474.0,1961.0,481.0
2910.0,709.0,2583.0,670.0
2063.0,496.0,1573.0,468.0
1438.0,364.0,1325.0,335.0
3640.0,830.0,3537.0,807.0
5661.0,1209.0,5389.0,1178.0
3073.0,617.0,2640.0,594.0
3569.0,761.0,3339.0,762.0
1986.0,448.0,2013.0,432.0
4036.0,904.0,3878.0,846.0
1558.0,316.0,1600.0,338.0
1399.0,277.0,1285.0,276.0
2686.0,613.0,2477.0,573.0
1954.0,534.0,1584.0,496.0
2775.0,657.0,2847.0,642.0
2779.0,639.0,2259.0,670.0
2215.0,484.0,1792.0,419.0
2278.0,476.0,1728.0,448.0
1179.0,324.0,1296.0,331.0
1076.0,338.0,1242.0,332.0
4151.0,850.0,3563.0,848.0
2831.0,552.0,2330.0,557.0
2707.0,675.0,1742.0,626.0
2704.0,514.0,1669.0,497.0
1970.0,476.0,1269.0,406.0
2393.0,417.0,1336.0,418.0
1137.0,203.0,672.0,226.0
1987.0,399.0,1279.0,378.0
2192.0,431.0,1376.0,428.0
782.0,153.0,499.0,163.0
1891.0,353.0,1093.0,382.0
1185.0,225.0,769.0,235.0
1285.0,228.0,679.0,231.0
2108.0,408.0,1257.0,414.0
1409.0,305.0,819.0,273.0
1371.0,246.0,806.0,241.0
689.0,128.0,379.0,128.0
1597.0,285.0,901.0,272.0
1788.0,317.0,1139.0,320.0
2325.0,452.0,1170.0,445.0
1443.0,266.0,861.0,262.0
1479.0,251.0,741.0,245.0
1860.0,323.0,1011.0,305.0
1897.0,311.0,965.0,323.0
3694.0,722.0,1999.0,718.0
4327.0,1037.0,2296.0,963.0
1810.0,318.0,1164.0,332.0
1921.0,397.0,1492.0,393.0
3007.0,653.0,1766.0,616.0
2746.0,478.0,1779.0,501.0
2994.0,603.0,1933.0,561.0
3341.0,728.0,1762.0,679.0
3185.0,544.0,1858.0,564.0
2048.0,411.0,1456.0,416.0
2739.0,475.0,1481.0,483.0
1562.0,272.0,825.0,266.0
2068.0,356.0,976.0,370.0
1055.0,280.0,538.0,206.0
1205.0,330.0,583.0,319.0
1813.0,394.0,1100.0,375.0
1726.0,333.0,892.0,335.0
6132.0,1538.0,3147.0,1449.0
1711.0,335.0,825.0,356.0
2115.0,489.0,1107.0,477.0
2374.0,450.0,1580.0,427.0
5482.0,1251.0,3426.0,1117.0
3652.0,470.0,1525.0,484.0
6689.0,1124.0,3081.0,1047.0
1313.0,194.0,599.0,209.0
1701.0,290.0,831.0,275.0
1330.0,209.0,578.0,192.0
1439.0,261.0,804.0,271.0
1646.0,294.0,1056.0,280.0
834.0,137.0,392.0,123.0
2956.0,469.0,1488.0,464.0
1009.0,164.0,466.0,149.0
1390.0,270.0,887.0,266.0
2938.0,561.0,1519.0,549.0
2819.0,609.0,1718.0,558.0
1057.0,207.0,658.0,207.0
1699.0,399.0,1052.0,411.0
3250.0,521.0,1382.0,513.0
3189.0,,1727.0,500.0
2894.0,467.0,1420.0,479.0
1505.0,262.0,798.0,259.0
1022.0,183.0,628.0,187.0
1340.0,221.0,848.0,244.0
3055.0,623.0,1902.0,565.0
175.0,22.0,129.0,20.0
3342.0,688.0,2210.0,647.0
1428.0,227.0,890.0,249.0
3418.0,662.0,2003.0,622.0
1921.0,422.0,1230.0,447.0
1207.0,209.0,683.0,213.0
1814.0,404.0,1187.0,363.0
1375.0,260.0,951.0,272.0
2252.0,415.0,1370.0,411.0
2819.0,529.0,1508.0,485.0
2226.0,381.0,1464.0,365.0
2017.0,462.0,1462.0,457.0
1452.0,268.0,1274.0,278.0
3580.0,684.0,2786.0,636.0
1353.0,228.0,1079.0,237.0
2516.0,,2194.0,497.0
2391.0,407.0,1967.0,398.0
2342.0,426.0,2176.0,416.0
1792.0,317.0,1441.0,306.0
2028.0,422.0,1727.0,371.0
931.0,160.0,746.0,201.0
1299.0,206.0,763.0,216.0
2050.0,495.0,1832.0,465.0
1560.0,315.0,1467.0,313.0
2547.0,537.0,2108.0,498.0
1507.0,295.0,1326.0,324.0
1686.0,417.0,1355.0,388.0
2093.0,,1755.0,403.0
1623.0,331.0,1462.0,312.0
1453.0,326.0,1609.0,319.0
804.0,159.0,727.0,179.0
1254.0,263.0,1092.0,268.0
1475.0,270.0,1149.0,284.0
1309.0,276.0,1113.0,253.0
1044.0,200.0,982.0,205.0
1141.0,212.0,924.0,212.0
1458.0,268.0,1115.0,257.0
1381.0,265.0,1020.0,268.0
1993.0,388.0,1385.0,380.0
1729.0,324.0,1341.0,324.0
1431.0,354.0,1367.0,334.0
1403.0,274.0,977.0,257.0
1519.0,304.0,1262.0,300.0
2349.0,539.0,2028.0,521.0
1493.0,331.0,1571.0,354.0
2610.0,846.0,2296.0,750.0
1499.0,289.0,1112.0,268.0
1375.0,249.0,1015.0,239.0
1782.0,394.0,1517.0,376.0
3188.0,836.0,3883.0,840.0
1733.0,361.0,1757.0,375.0
5026.0,955.0,3899.0,930.0
1129.0,258.0,900.0,228.0
1919.0,411.0,1203.0,363.0
1341.0,233.0,898.0,216.0
1819.0,375.0,1728.0,375.0
1469.0,306.0,1285.0,308.0
2160.0,399.0,1694.0,403.0
2246.0,446.0,1837.0,431.0
6361.0,1168.0,4580.0,1109.0
1336.0,239.0,905.0,253.0
11989.0,2185.0,6652.0,2081.0
629.0,76.0,253.0,75.0
8749.0,1761.0,5278.0,1691.0
2241.0,419.0,1743.0,448.0
6756.0,1332.0,4429.0,1299.0
5459.0,1086.0,3394.0,1087.0
4535.0,955.0,3881.0,930.0
1702.0,381.0,2091.0,352.0
2383.0,472.0,2079.0,494.0
5973.0,1384.0,4349.0,1229.0
14058.0,2486.0,8997.0,2497.0
6269.0,,5587.0,1251.0
3055.0,634.0,3738.0,615.0
1468.0,310.0,1390.0,276.0
349.0,124.0,460.0,83.0
797.0,162.0,484.0,166.0
8076.0,1789.0,5325.0,1707.0
116.0,30.0,193.0,35.0
265.0,51.0,170.0,50.0
3272.0,618.0,1784.0,591.0
2837.0,515.0,2031.0,555.0
682.0,172.0,813.0,173.0
4468.0,959.0,4027.0,938.0
5640.0,1001.0,3538.0,978.0
6909.0,1154.0,3912.0,1121.0
2945.0,651.0,2044.0,652.0
3512.0,632.0,1971.0,598.0
2643.0,418.0,1344.0,381.0
2988.0,397.0,1371.0,415.0
5992.0,986.0,2647.0,969.0
3530.0,700.0,2959.0,679.0
2006.0,381.0,1410.0,346.0
1983.0,375.0,1407.0,367.0
5284.0,982.0,2613.0,932.0
3632.0,538.0,1968.0,566.0
3343.0,455.0,1429.0,457.0
2275.0,346.0,1039.0,333.0
8399.0,1144.0,3727.0,1107.0
2376.0,468.0,1858.0,449.0
5462.0,952.0,3527.0,914.0
2777.0,540.0,1954.0,522.0
16414.0,2919.0,8907.0,2714.0
16042.0,2602.0,7732.0,2552.0
6100.0,1018.0,3112.0,982.0
3978.0,692.0,2418.0,665.0
1219.0,177.0,610.0,185.0
1075.0,138.0,451.0,132.0
1348.0,210.0,660.0,200.0
2799.0,388.0,1348.0,389.0
3335.0,570.0,1560.0,555.0
1259.0,184.0,599.0,170.0
19059.0,3079.0,10988.0,3061.0
3088.0,711.0,1415.0,641.0
9893.0,2283.0,7228.0,2159.0
7353.0,1255.0,4014.0,1124.0
1171.0,318.0,1126.0,276.0
62.0,9.0,44.0,16.0
1391.0,506.0,727.0,369.0
437.0,108.0,469.0,97.0
378.0,92.0,503.0,103.0
477.0,135.0,502.0,117.0
24.0,6.0,46.0,7.0
859.0,144.0,421.0,138.0
7116.0,1089.0,3538.0,1083.0
1620.0,283.0,868.0,275.0
3859.0,710.0,2283.0,759.0
1943.0,440.0,1526.0,353.0
2221.0,542.0,1328.0,523.0
1994.0,405.0,993.0,403.0
907.0,207.0,619.0,194.0
3595.0,964.0,1839.0,877.0
1328.0,348.0,903.0,329.0
683.0,127.0,541.0,138.0
1596.0,388.0,1329.0,352.0
2038.0,473.0,1546.0,469.0
1447.0,309.0,1279.0,290.0
2110.0,460.0,1890.0,448.0
2474.0,472.0,1268.0,437.0
5005.0,848.0,2112.0,813.0
1020.0,156.0,398.0,157.0
1745.0,270.0,753.0,275.0
2981.0,432.0,1063.0,437.0
3838.0,696.0,1851.0,674.0
1354.0,227.0,531.0,206.0
3436.0,673.0,1540.0,648.0
2234.0,472.0,986.0,439.0
2419.0,437.0,1045.0,432.0
3868.0,548.0,1558.0,528.0
1640.0,239.0,693.0,253.0
1694.0,283.0,674.0,267.0
2267.0,426.0,980.0,372.0
2726.0,398.0,1059.0,380.0
2535.0,455.0,1036.0,437.0
1885.0,401.0,764.0,373.0
3134.0,532.0,1220.0,508.0
1594.0,249.0,633.0,247.0
3908.0,732.0,1688.0,725.0
3320.0,713.0,1236.0,659.0
1467.0,298.0,816.0,267.0
2297.0,419.0,909.0,412.0
3585.0,671.0,1401.0,623.0
1401.0,218.0,667.0,225.0
2731.0,366.0,1034.0,338.0
5131.0,665.0,1877.0,622.0
1980.0,226.0,697.0,226.0
2125.0,295.0,862.0,303.0
4307.0,918.0,1769.0,845.0
2461.0,379.0,1179.0,360.0
2662.0,379.0,1151.0,387.0
1446.0,250.0,721.0,243.0
3359.0,643.0,1227.0,588.0
1523.0,311.0,676.0,295.0
249.0,31.0,268.0,29.0
3264.0,729.0,1475.0,668.0
12139.0,2873.0,5359.0,2731.0
1077.0,257.0,478.0,199.0
3308.0,718.0,1803.0,667.0
4353.0,1117.0,2338.0,1037.0
1332.0,217.0,648.0,203.0
2874.0,458.0,1239.0,431.0
1966.0,319.0,980.0,297.0
2352.0,373.0,995.0,359.0
2250.0,360.0,989.0,329.0
2454.0,458.0,1110.0,435.0
1471.0,246.0,751.0,230.0
1778.0,288.0,870.0,281.0
2837.0,460.0,1344.0,458.0
3350.0,831.0,1816.0,744.0
3425.0,754.0,2202.0,729.0
6854.0,1578.0,4131.0,1524.0
2492.0,611.0,1951.0,596.0
2583.0,633.0,1544.0,617.0
6597.0,1579.0,3689.0,1459.0
6341.0,1289.0,2899.0,1192.0
2346.0,,1988.0,474.0
2584.0,520.0,1869.0,503.0
1298.0,431.0,1131.0,425.0
1302.0,303.0,800.0,291.0
1005.0,224.0,742.0,221.0
1568.0,371.0,1618.0,350.0
1527.0,331.0,1504.0,324.0
1040.0,231.0,1040.0,242.0
1340.0,325.0,928.0,333.0
870.0,170.0,546.0,164.0
3374.0,671.0,1906.0,640.0
1185.0,207.0,657.0,198.0
1937.0,332.0,922.0,340.0
1978.0,536.0,826.0,470.0
1858.0,345.0,1054.0,329.0
1722.0,320.0,794.0,322.0
1928.0,361.0,1008.0,368.0
452.0,80.0,248.0,83.0
1504.0,280.0,718.0,261.0
2301.0,416.0,1079.0,398.0
2773.0,634.0,1376.0,540.0
2647.0,539.0,1473.0,520.0
2668.0,609.0,1512.0,541.0
2076.0,361.0,988.0,332.0
773.0,120.0,405.0,121.0
1275.0,177.0,598.0,174.0
3677.0,627.0,1779.0,622.0
2485.0,382.0,1072.0,342.0
2522.0,380.0,1113.0,357.0
2007.0,288.0,921.0,307.0
2170.0,318.0,984.0,309.0
5218.0,959.0,2302.0,850.0
3891.0,848.0,1848.0,759.0
2941.0,558.0,1660.0,576.0
2053.0,369.0,1044.0,375.0
1410.0,304.0,677.0,274.0
2178.0,485.0,914.0,412.0
2603.0,547.0,1196.0,487.0
2302.0,412.0,1590.0,406.0
1606.0,318.0,889.0,294.0
3229.0,636.0,1599.0,609.0
1576.0,313.0,697.0,282.0
1833.0,355.0,786.0,334.0
2438.0,442.0,1308.0,461.0
2317.0,451.0,1155.0,426.0
2597.0,461.0,1542.0,470.0
2143.0,427.0,1107.0,416.0
2065.0,404.0,1313.0,402.0
2036.0,388.0,1096.0,371.0
1960.0,330.0,874.0,308.0
1239.0,238.0,717.0,237.0
1975.0,389.0,1116.0,378.0
1745.0,370.0,1293.0,357.0
1224.0,267.0,887.0,276.0
2557.0,578.0,1715.0,530.0
1823.0,457.0,1485.0,401.0
3214.0,718.0,2316.0,751.0
2001.0,388.0,1461.0,397.0
1148.0,258.0,975.0,253.0
1339.0,334.0,817.0,349.0
602.0,135.0,409.0,123.0
1747.0,399.0,1199.0,402.0
2741.0,667.0,2449.0,677.0
2080.0,514.0,1976.0,478.0
1219.0,338.0,1152.0,323.0
1780.0,484.0,1732.0,454.0
2249.0,460.0,1544.0,441.0
3402.0,747.0,2331.0,690.0
2424.0,542.0,1713.0,557.0
2120.0,412.0,1375.0,405.0
2003.0,401.0,1520.0,364.0
2281.0,522.0,1969.0,500.0
2769.0,631.0,2452.0,581.0
1852.0,358.0,1414.0,347.0
1613.0,361.0,1283.0,404.0
1627.0,318.0,1279.0,289.0
2402.0,632.0,2830.0,603.0
775.0,179.0,726.0,183.0
1597.0,373.0,1311.0,352.0
177.0,59.0,269.0,75.0
572.0,154.0,752.0,182.0
4909.0,1422.0,4983.0,1293.0
1572.0,427.0,1857.0,428.0
778.0,205.0,850.0,198.0
1197.0,260.0,942.0,245.0
1988.0,402.0,1239.0,402.0
2462.0,553.0,1843.0,538.0
1554.0,393.0,1427.0,370.0
1210.0,252.0,733.0,243.0
4492.0,1075.0,4119.0,1035.0
2308.0,674.0,3034.0,691.0
1091.0,269.0,905.0,242.0
1018.0,305.0,1307.0,292.0
1382.0,315.0,1090.0,308.0
2451.0,649.0,2536.0,648.0
6311.0,1572.0,6666.0,1456.0
557.0,153.0,455.0,196.0
5684.0,1485.0,6626.0,1481.0
3245.0,959.0,3528.0,887.0
1513.0,389.0,1396.0,364.0
2343.0,834.0,3537.0,824.0
2510.0,783.0,3481.0,726.0
957.0,295.0,1300.0,287.0
2019.0,551.0,2481.0,484.0
1258.0,245.0,988.0,228.0
2286.0,654.0,2991.0,655.0
531.0,164.0,722.0,166.0
1022.0,291.0,1570.0,297.0
2127.0,625.0,3160.0,620.0
1778.0,605.0,2184.0,574.0
1370.0,284.0,1062.0,277.0
4089.0,975.0,3775.0,955.0
2873.0,718.0,2758.0,699.0
1252.0,273.0,1337.0,263.0
1084.0,202.0,920.0,199.0
1516.0,363.0,1011.0,344.0
2469.0,731.0,3818.0,712.0
1058.0,230.0,1043.0,229.0
1734.0,363.0,1527.0,344.0
1619.0,323.0,1492.0,342.0
1348.0,,1098.0,257.0
21.0,7.0,21.0,9.0
2929.0,970.0,3792.0,817.0
1610.0,513.0,2050.0,508.0
1359.0,317.0,1557.0,370.0
1345.0,331.0,1511.0,309.0
1135.0,355.0,1717.0,368.0
991.0,255.0,1145.0,265.0
2464.0,627.0,2932.0,568.0
6175.0,1449.0,5041.0,1408.0
3113.0,409.0,1139.0,418.0
4062.0,597.0,1525.0,566.0
2415.0,394.0,1215.0,413.0
2142.0,373.0,986.0,374.0
2321.0,336.0,880.0,339.0
1430.0,186.0,620.0,201.0
2405.0,299.0,970.0,319.0
4915.0,725.0,1897.0,700.0
2676.0,427.0,1022.0,395.0
2539.0,425.0,930.0,364.0
1449.0,235.0,621.0,210.0
1213.0,206.0,529.0,231.0
1271.0,236.0,573.0,210.0
1621.0,365.0,1015.0,329.0
3595.0,619.0,1686.0,607.0
2569.0,426.0,1282.0,432.0
1997.0,361.0,1037.0,363.0
1786.0,306.0,1018.0,322.0
1505.0,261.0,857.0,269.0
2765.0,515.0,1422.0,438.0
1854.0,360.0,1126.0,382.0
1717.0,314.0,868.0,295.0
1840.0,358.0,1218.0,347.0
1810.0,343.0,988.0,307.0
1983.0,298.0,853.0,271.0
10626.0,1504.0,4353.0,1482.0
2260.0,322.0,941.0,303.0
1473.0,250.0,668.0,239.0
2031.0,294.0,859.0,302.0
1602.0,228.0,680.0,225.0
1477.0,228.0,609.0,224.0
1493.0,237.0,665.0,224.0
1676.0,263.0,757.0,255.0
3296.0,483.0,1268.0,478.0
3008.0,386.0,1240.0,370.0
2686.0,417.0,1094.0,402.0
1376.0,237.0,618.0,226.0
3646.0,552.0,1409.0,534.0
2890.0,438.0,1219.0,429.0
1371.0,,528.0,155.0
2061.0,260.0,825.0,254.0
2176.0,266.0,798.0,243.0
4269.0,591.0,1467.0,582.0
5012.0,746.0,1699.0,715.0
2230.0,488.0,1985.0,456.0
2553.0,558.0,1740.0,492.0
1870.0,389.0,1345.0,391.0
568.0,145.0,559.0,135.0
1193.0,228.0,703.0,221.0
1401.0,246.0,607.0,271.0
1521.0,320.0,1118.0,311.0
2076.0,462.0,1641.0,436.0
2195.0,449.0,1377.0,417.0
1280.0,231.0,828.0,237.0
1790.0,316.0,1035.0,312.0
2203.0,412.0,1012.0,377.0
3457.0,622.0,1700.0,579.0
1678.0,277.0,737.0,287.0
1750.0,411.0,1398.0,409.0
2168.0,352.0,902.0,361.0
3571.0,510.0,1434.0,490.0
2357.0,342.0,891.0,337.0
3094.0,519.0,1309.0,488.0
1774.0,315.0,753.0,330.0
1111.0,229.0,421.0,202.0
3374.0,598.0,1484.0,569.0
2837.0,592.0,1453.0,549.0
2344.0,513.0,1537.0,481.0
1464.0,211.0,603.0,226.0
2705.0,676.0,1551.0,608.0
1835.0,330.0,777.0,317.0
1784.0,368.0,966.0,345.0
1700.0,317.0,996.0,329.0
2667.0,486.0,1681.0,504.0
2757.0,713.0,2112.0,653.0
1493.0,326.0,1000.0,323.0
1054.0,251.0,1056.0,276.0
2612.0,664.0,3117.0,584.0
1711.0,383.0,1474.0,415.0
2471.0,529.0,1661.0,441.0
1284.0,278.0,925.0,261.0
1508.0,261.0,674.0,255.0
1276.0,226.0,545.0,209.0
1576.0,239.0,696.0,249.0
1721.0,290.0,571.0,278.0
821.0,163.0,229.0,164.0
2776.0,840.0,2546.0,773.0
407.0,160.0,227.0,148.0
275.0,123.0,273.0,111.0
1925.0,597.0,2258.0,594.0
806.0,199.0,698.0,172.0
2384.0,604.0,2073.0,540.0
2598.0,757.0,2869.0,769.0
2410.0,632.0,2135.0,578.0
930.0,280.0,1024.0,300.0
1962.0,435.0,1329.0,457.0
2973.0,807.0,2846.0,784.0
2687.0,600.0,1716.0,544.0
2162.0,658.0,1337.0,590.0
1125.0,341.0,579.0,321.0
1256.0,407.0,855.0,383.0
1896.0,674.0,971.0,652.0
1843.0,565.0,1449.0,524.0
1762.0,416.0,940.0,398.0
2682.0,716.0,2050.0,692.0
1665.0,477.0,1095.0,390.0
557.0,216.0,673.0,212.0
1671.0,480.0,1005.0,443.0
2099.0,625.0,1252.0,554.0
1119.0,334.0,739.0,323.0
2948.0,542.0,1363.0,495.0
1872.0,357.0,984.0,364.0
1596.0,314.0,1024.0,292.0
1787.0,427.0,1107.0,410.0
2875.0,552.0,1131.0,458.0
2795.0,496.0,1235.0,469.0
4505.0,894.0,2296.0,899.0
2166.0,483.0,1308.0,467.0
3158.0,459.0,1229.0,444.0
2489.0,437.0,1101.0,438.0
1353.0,274.0,852.0,306.0
1950.0,509.0,1038.0,438.0
2193.0,558.0,1186.0,559.0
1760.0,447.0,984.0,384.0
2218.0,437.0,1211.0,422.0
2863.0,513.0,1412.0,498.0
978.0,227.0,543.0,211.0
1442.0,369.0,782.0,343.0
3490.0,665.0,1713.0,620.0
271.0,74.0,150.0,55.0
670.0,141.0,268.0,110.0
1467.0,259.0,688.0,260.0
2199.0,358.0,942.0,353.0
1804.0,265.0,730.0,276.0
2459.0,438.0,970.0,437.0
1095.0,237.0,672.0,234.0
3200.0,685.0,1668.0,628.0
238.0,58.0,142.0,31.0
2923.0,604.0,1903.0,560.0
1282.0,189.0,431.0,187.0
1238.0,147.0,377.0,145.0
1897.0,279.0,733.0,291.0
2690.0,589.0,1149.0,535.0
3092.0,549.0,1457.0,536.0
1345.0,356.0,749.0,327.0
3066.0,659.0,1287.0,625.0
2401.0,332.0,810.0,308.0
6262.0,1645.0,3001.0,1505.0
3298.0,615.0,1417.0,643.0
2337.0,352.0,981.0,328.0
3420.0,977.0,1718.0,947.0
2099.0,397.0,1500.0,380.0
5465.0,1494.0,2511.0,1359.0
3559.0,1034.0,1658.0,965.0
10239.0,2823.0,4210.0,2565.0
3404.0,1011.0,1694.0,949.0
1499.0,426.0,755.0,414.0
543.0,191.0,454.0,181.0
403.0,117.0,361.0,105.0
1551.0,254.0,816.0,233.0
3039.0,482.0,973.0,446.0
2257.0,285.0,759.0,305.0
2734.0,415.0,1057.0,424.0
2902.0,460.0,1007.0,420.0
3039.0,487.0,1131.0,465.0
2763.0,520.0,1143.0,465.0
2443.0,494.0,947.0,451.0
4003.0,647.0,1337.0,631.0
2826.0,381.0,924.0,365.0
3156.0,430.0,1109.0,423.0
3569.0,821.0,1505.0,783.0
4438.0,803.0,1650.0,741.0
824.0,224.0,430.0,213.0
2935.0,341.0,975.0,327.0
2476.0,313.0,900.0,303.0
2954.0,371.0,1152.0,347.0
2907.0,317.0,956.0,279.0
2787.0,353.0,1057.0,364.0
2568.0,345.0,1102.0,345.0
2742.0,422.0,1153.0,414.0
1917.0,265.0,754.0,257.0
1745.0,237.0,693.0,248.0
2966.0,415.0,1231.0,409.0
3783.0,579.0,1601.0,539.0
1835.0,231.0,636.0,211.0
2234.0,276.0,749.0,260.0
788.0,128.0,413.0,139.0
1598.0,280.0,807.0,282.0
2638.0,432.0,1284.0,433.0
1713.0,285.0,779.0,286.0
3787.0,913.0,1992.0,853.0
4465.0,985.0,2273.0,949.0
2201.0,559.0,1194.0,531.0
1554.0,287.0,802.0,277.0
2921.0,641.0,1541.0,562.0
1685.0,341.0,757.0,317.0
2869.0,563.0,1627.0,533.0
832.0,194.0,419.0,156.0
2628.0,525.0,1494.0,523.0
1969.0,353.0,927.0,354.0
2830.0,645.0,1500.0,527.0
2966.0,527.0,1231.0,482.0
1883.0,275.0,764.0,289.0
1788.0,313.0,792.0,294.0
3367.0,523.0,1317.0,495.0
2131.0,294.0,753.0,284.0
2812.0,478.0,1329.0,490.0
2124.0,319.0,785.0,319.0
2057.0,430.0,1103.0,414.0
2918.0,555.0,1435.0,568.0
2742.0,756.0,1396.0,703.0
3862.0,1186.0,2773.0,1102.0
3050.0,825.0,2153.0,772.0
3447.0,1007.0,2622.0,934.0
1780.0,289.0,755.0,328.0
4670.0,1185.0,2478.0,1107.0
4061.0,861.0,2290.0,790.0
3367.0,545.0,1427.0,535.0
4325.0,823.0,1927.0,795.0
2375.0,369.0,930.0,351.0
1746.0,330.0,704.0,306.0
1000.0,192.0,363.0,158.0
6119.0,1513.0,2719.0,1402.0
1810.0,427.0,742.0,429.0
1518.0,344.0,725.0,296.0
1789.0,288.0,848.0,311.0
2231.0,489.0,940.0,484.0
2246.0,481.0,995.0,459.0
2618.0,582.0,1314.0,532.0
3856.0,867.0,1847.0,830.0
5715.0,1154.0,2639.0,1079.0
1091.0,236.0,632.0,234.0
1758.0,436.0,892.0,447.0
4971.0,996.0,2370.0,932.0
4444.0,647.0,1922.0,652.0
4073.0,1013.0,2411.0,933.0
